1376318294866000000,0.0,-0.021279767,0.08419592,0.9877646
1376318294886416260,0.02041626,-0.018785715,0.084634155,0.9946119
1376318294907015626,0.041015626,-0.018461835,0.088082865,0.99569845
1376318294960787600,0.0947876,0.024235561,-0.08144347,-0.9959296
1376318294986452882,0.120452882,0.026997382,-0.08153558,-0.9955863
1376318294997835938,0.131835938,0.030660242,-0.08219816,-0.9951675
1376318295027682130,0.16168213,0.03434904,-0.08314915,-0.994826
1376318295038485353,0.172485353,0.037608907,-0.084034555,-0.99452233
1376318295080172364,0.214172364,0.039845765,-0.08312996,-0.99421567
1376318295159579104,0.293579104,0.04150662,-0.08189983,-0.9929203
1376318295187777344,0.321777344,0.04070855,-0.08127053,-0.9925635
1376318295219668213,0.353668213,0.03875374,-0.08008385,-0.99239194
1376318295316683594,0.450683594,0.039786197,-0.079446,-0.9917803
1376318295338656251,0.472656251,0.039875057,-0.07943764,-0.9918008
1376318295378664797,0.512664797,0.03974448,-0.07944989,-0.99179816
1376318295421877685,0.555877685,0.039399825,-0.07887019,-0.99183095
1376318295463137452,0.597137452,0.039632723,-0.07835089,-0.9918127
1376318295499209229,0.633209229,0.041507237,-0.07841724,-0.991715
1376318295545168702,0.679168702,0.040929057,-0.07796075,-0.9917801
1376318295578036134,0.712036134,0.039620534,-0.07753656,-0.9918528
1376318295616366212,0.750366212,0.03883115,-0.077124484,-0.9919131
1376318295638918703,0.772918703,0.038420163,-0.07678127,-0.99195975
1376318295679110352,0.813110352,0.03724889,-0.07620162,-0.9920684
1376318295718355959,0.852355959,0.036852434,-0.07539788,-0.9921264
1376318295758059327,0.892059327,0.036249913,-0.07456266,-0.9922355
1376318295799807375,0.933807375,0.03523384,-0.072303906,-0.9925149
1376318295838961426,0.972961426,0.032214798,-0.06857862,-0.9929444
1376318295878573244,1.012573244,0.029044315,-0.06567427,-0.9934044
1376318295918764893,1.052764893,0.027685352,-0.064892255,-0.9936303
1376318295959078615,1.093078615,0.026836844,-0.0654142,-0.9937872
1376318295999819581,1.133819581,0.02518631,-0.064788654,-0.9939686
1376318296039278811,1.173278811,0.025073588,-0.064780265,-0.9939959
1376318296047701662,1.181701662,0.02456238,-0.06452609,-0.9939928
1376318296076418702,1.210418702,0.02380795,-0.06407685,-0.9939689
1376318296104739015,1.238739015,0.022417301,-0.065098025,-0.99362576
1376318296136782472,1.270782472,0.021970704,-0.066590905,-0.9932366
1376318296148104492,1.282104492,0.02411745,-0.06872826,-0.99265087
1376318296178835695,1.312835695,0.03239908,-0.07549559,-0.99101
1376318296222079102,1.356079102,0.038179994,-0.080095395,-0.98947054
1376318296270602052,1.404602052,0.035567604,-0.07790695,-0.98868996
1376318296296419923,1.430419923,0.041701727,-0.079798356,-0.98824704
1376318296307772461,1.441772461,0.05720066,-0.08272953,-0.98660696
1376318296341677491,1.475677491,0.09380989,-0.09240408,-0.97977626
1376318296378939454,1.512939454,0.12332057,-0.119486086,-0.97007275
1376318296419253175,1.553253175,0.1453065,-0.13179387,-0.96449435
1376318296459017579,1.593017579,0.15282373,-0.12280807,-0.96620005
1376318296510500734,1.644500734,0.15752876,-0.12176219,-0.96764666
1376318296538973634,1.672973634,0.15323292,-0.11052065,-0.9725088
1376318296589052980,1.72305298,0.17469071,-0.09110901,-0.9669508
1376318296625552002,1.759552002,0.1358788,-0.083032966,-0.96077603
1376318296659457033,1.793457033,-0.041803055,-0.044185676,-0.9534973
1376318296700960938,1.834960938,-0.20862874,-0.013787441,-0.9139053
1376318296739107912,1.873107912,-0.26216564,-0.10123774,-0.8770474
1376318296779696290,1.91369629,-0.31206536,-0.19278082,-0.79323256
1376318296819521730,1.95352173,-0.38730597,-0.12636867,-0.7462411
1376318296859225099,1.993225099,-0.41107607,-0.043418214,-0.7344332
1376318296900454347,2.034454347,-0.4380209,0.011974707,-0.7092465
1376318296940157716,2.074157716,-0.46317792,-0.016208097,-0.7062876
1376318296985018556,2.119018556,-0.5170908,-0.018401042,-0.69678247
1376318297024294678,2.158294678,-0.55498445,0.0012834072,-0.6909302
1376318297059603517,2.193603517,-0.6010976,-0.020795316,-0.6565871
1376318297100161378,2.234161378,-0.6236042,-0.015576392,-0.6467072
1376318297142672364,2.276672364,-0.6465765,0.013646632,-0.63500315
1376318297177187745,2.311187745,-0.67282534,0.03489852,-0.6069586
1376318297188143555,2.322143555,-0.6696837,0.06618896,-0.6112686
1376318297220309083,2.354309083,-0.6634273,0.11661267,-0.6020061
1376318297257265870,2.39126587,-0.6553267,0.13922146,-0.5993265
1376318297268221680,2.40222168,-0.6461327,0.16430464,-0.60145754
1376318297297182863,2.431182863,-0.638551,0.19162804,-0.60887694
1376318297321596926,2.455596926,-0.6196562,0.24691688,-0.6264241
1376318297356997315,2.490997315,-0.6128025,0.2717261,-0.62987703
1376318297368166749,2.502166749,-0.60955966,0.29354063,-0.63018394
